Unnamed: 0,track_name,album,artist,release_year,track_data_concat,first_genre_assigned,energy,danceability,duration_ms,mode,spotify_url,artist_image,album_cover,position,period
36,Estar Com Você - Ao Vivo,Juntos Somos Fortes (Ao Vivo),Ponto De Equilíbrio,2013,"Estar Com Você - Ao Vivo
Ponto De Equilíbrio
Juntos Somos Fortes (Ao Vivo)
2013",brazilian hip hop,0.672,0.81,257267,0,https://open.spotify.com/track/0CjxAXmWH4xvBD8lDoVYjE,https://i.scdn.co/image/ab6761610000e5eb346cd74e3a12f49529384300,https://i.scdn.co/image/ab67616d0000b2736a9593fc1e5a4485f9e99a9e,37,medium_term
37,Feriado Nacional - Ao Vivo,Acústico - Ao Vivo,Bruno & Marrone,2001,"Feriado Nacional - Ao Vivo
Bruno & Marrone
Acústico - Ao Vivo
2001",pagode,0.877,0.61,170667,1,https://open.spotify.com/track/6r82mJugUyDe1fI8waZDtZ,https://i.scdn.co/image/ab6761610000e5ebbb76e357a834654e45e76f1f,https://i.scdn.co/image/ab67616d0000b2739ce10bf887848831c83ec215,38,medium_term
38,Sendo Assim / Muito Estranho (Cuida Bem de Mim),"Decretos Reais, Vol.1",Marília Mendonça,2022,"Sendo Assim / Muito Estranho (Cuida Bem de Mim)
Marília Mendonça
Decretos Reais, Vol.1
2022",arrocha,0.733,0.667,311435,0,https://open.spotify.com/track/3vP4dkFp5iHDuKDdLOJJZb,https://i.scdn.co/image/ab6761610000e5eb178a83212c7e82d1389cb76a,https://i.scdn.co/image/ab67616d0000b27333aa5241a4a528c0d1265e66,39,medium_term
39,Still into You,Paramore,Paramore,2013,"Still into You
Paramore
Paramore
2013",candy pop,0.765,0.602,216013,1,https://open.spotify.com/track/1yjY7rpaAQvKwpdUliHx0d,https://i.scdn.co/image/ab6761610000e5ebb10c34546a4ca2d7faeb8865,https://i.scdn.co/image/ab67616d0000b273532033d0d90736f661c13d35,40,medium_term
40,Ainda É Tempo Pra Ser Feliz,Mtv Ao Vivo Arlindo Cruz - Cd 1,Arlindo Cruz,2009,"Ainda É Tempo Pra Ser Feliz
Arlindo Cruz
Mtv Ao Vivo Arlindo Cruz - Cd 1
2009",pagode,0.519,0.481,267880,0,https://open.spotify.com/track/4x846NsuIJW6tSxXgL7EWc,https://i.scdn.co/image/ab6761610000e5eb181873f93056642d7b340839,https://i.scdn.co/image/ab67616d0000b273f55f6c2da30c091efe767926,41,medium_term
41,Dia Lindo,Violeta,Terno Rei,2019,"Dia Lindo
Terno Rei
Violeta
2019",brazilian rock,0.309,0.634,110347,1,https://open.spotify.com/track/0zG0LzLbVueZll4drMFPgz,https://i.scdn.co/image/ab6761610000e5eb5b50950f4987d00ae9a9215d,https://i.scdn.co/image/ab67616d0000b27342486337c11ac28cbd7e9ae3,42,medium_term
42,Bad Romance,The Fame Monster (Deluxe Edition),Lady Gaga,2009,"Bad Romance
Lady Gaga
The Fame Monster (Deluxe Edition)
2009",art pop,0.714,0.696,294573,1,https://open.spotify.com/track/0SiywuOBRcynK0uKGWdCnn,https://i.scdn.co/image/ab6761610000e5ebc8d3d98a1bccbe71393dbfbf,https://i.scdn.co/image/ab67616d0000b2735c9890c0456a3719eeecd8aa,43,medium_term
43,Leão,Zodíaco,Xamã,2020,"Leão
Xamã
Zodíaco
2020",brazilian hip hop,0.284,0.685,195692,1,https://open.spotify.com/track/2J1ypgIAzXp75ekOrTtYkC,https://i.scdn.co/image/ab6761610000e5eb65753eefaef7b319fd102bfb,https://i.scdn.co/image/ab67616d0000b2731ad875ebbdd67f6bb50514b5,44,medium_term
44,Deus Cuida de Mim,Deus Cuida de Mim,Caetano Veloso,2022,"Deus Cuida de Mim
Caetano Veloso
Deus Cuida de Mim
2022",bossa nova,0.42,0.67,224486,1,https://open.spotify.com/track/1oA2BvYw6lWg4MxM4ALmyG,https://i.scdn.co/image/ab6761610000e5ebe98de50f36cf1aa4bf047757,https://i.scdn.co/image/ab67616d0000b273ae0f9afe001a868d92c80786,45,medium_term
45,ESSÊNCIA DE CRIA,LITTLE HAIR,MC Cabelinho,2021,"ESSÊNCIA DE CRIA
MC Cabelinho
LITTLE HAIR
2021",funk carioca,0.766,0.631,192194,0,https://open.spotify.com/track/1iaPDgTbsKrlznVu13EWIf,https://i.scdn.co/image/ab6761610000e5eb90c81e9a4377d70b4da741e2,https://i.scdn.co/image/ab67616d0000b2734f90d64d24d84a45e823c76e,46,medium_term
46,Coisas Dentro das Coisas,Pausa,5 a Seco,2019,"Coisas Dentro das Coisas
5 a Seco
Pausa
2019",nova mpb,0.486,0.391,180947,0,https://open.spotify.com/track/3Bnvv3wAKD7qftV4uHA8GG,https://i.scdn.co/image/ab6761610000e5ebf67c8f80d23604eb1eaa4b96,https://i.scdn.co/image/ab67616d0000b27306946ccfedf0408d1d282c10,47,medium_term
47,Por um Minuto (Por un Minuto) - Ao Vivo,Acústico - Ao Vivo,Bruno & Marrone,2001,"Por um Minuto (Por un Minuto) - Ao Vivo
Bruno & Marrone
Acústico - Ao Vivo
2001",pagode,0.383,0.624,286733,1,https://open.spotify.com/track/2UDG7xlSeJ51V5PJpJGcup,https://i.scdn.co/image/ab6761610000e5ebbb76e357a834654e45e76f1f,https://i.scdn.co/image/ab67616d0000b2739ce10bf887848831c83ec215,48,medium_term
48,Nobody,Be the Cowboy,Mitski,2018,"Nobody
Mitski
Be the Cowboy
2018",brooklyn indie,0.487,0.398,193429,1,https://open.spotify.com/track/2P5yIMu2DNeMXTyOANKS6k,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,49,medium_term
49,A Maior Saudade - Ao Vivo,A Maior Saudade (Ao Vivo),Henrique & Juliano,2021,"A Maior Saudade - Ao Vivo
Henrique & Juliano
A Maior Saudade (Ao Vivo)
2021",arrocha,0.305,0.292,190162,1,https://open.spotify.com/track/5Q0ZnQjk4lQpScX7ujswun,https://i.scdn.co/image/ab6761610000e5eb3f3fa33960346d34155cc631,https://i.scdn.co/image/ab67616d0000b2735eccbd7a67763d28a70ae92c,50,medium_term
0,Washing Machine Heart,Be the Cowboy,Mitski,2018,"Washing Machine Heart
Mitski
Be the Cowboy
2018",brooklyn indie,0.567,0.613,128199,1,https://open.spotify.com/track/3jjsRKEsF42ccXf8kWR3nu,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,1,short_term
1,Me and My Husband,Be the Cowboy,Mitski,2018,"Me and My Husband
Mitski
Be the Cowboy
2018",brooklyn indie,0.77,0.497,137142,1,https://open.spotify.com/track/3pANfZVFdtuVnJsE6xa5Ox,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,2,short_term
2,Deus Cuida de Mim,Deus Cuida de Mim,Caetano Veloso,2022,"Deus Cuida de Mim
Caetano Veloso
Deus Cuida de Mim
2022",bossa nova,0.42,0.67,224486,1,https://open.spotify.com/track/1oA2BvYw6lWg4MxM4ALmyG,https://i.scdn.co/image/ab6761610000e5ebe98de50f36cf1aa4bf047757,https://i.scdn.co/image/ab67616d0000b273ae0f9afe001a868d92c80786,3,short_term
3,Nobody,Be the Cowboy,Mitski,2018,"Nobody
Mitski
Be the Cowboy
2018",brooklyn indie,0.487,0.398,193429,1,https://open.spotify.com/track/2P5yIMu2DNeMXTyOANKS6k,https://i.scdn.co/image/ab6761610000e5ebafb309e27fdb45e093958f9c,https://i.scdn.co/image/ab67616d0000b273c428f67b4a9b7e1114dfc117,4,short_term
4,Playing God,Brand New Eyes,Paramore,2009,"Playing God
Paramore
Brand New Eyes
2009",candy pop,0.626,0.583,182800,0,https://open.spotify.com/track/7hInOqJnlEayXao08yVYAn,https://i.scdn.co/image/ab6761610000e5ebb10c34546a4ca2d7faeb8865,https://i.scdn.co/image/ab67616d0000b273e01d7d558032457b0e4883f6,5,short_term
5,Leão,Zodíaco,Xamã,2020,"Leão
Xamã
Zodíaco
2020",brazilian hip hop,0.284,0.685,195692,1,https://open.spotify.com/track/2J1ypgIAzXp75ekOrTtYkC,https://i.scdn.co/image/ab6761610000e5eb65753eefaef7b319fd102bfb,https://i.scdn.co/image/ab67616d0000b2731ad875ebbdd67f6bb50514b5,6,short_term
